,name,CEFR,Error_type
47091,2017_DPe_41_1.txt,B1+,Absence of a component in clause or sentence
47092,2017_DPe_41_1.txt,B1+,Articles
47093,2017_DPe_41_1.txt,B1+,"Change, addition, deletion of a part of collocation"
47094,2017_DPe_41_1.txt,B1+,Punctuation
47095,2017_DPe_41_1.txt,B1+,Spelling
47096,2017_DPe_41_1.txt,B1+,Confusion of categories
47097,2017_DPe_41_1.txt,B1+,Spelling
47098,2017_DPe_42_1.txt,B1+,Absence of necessary explanation or detail
47099,2017_DPe_42_1.txt,B1+,Confusion of categories
47100,2017_DPe_42_1.txt,B1+,Articles
47101,2017_DPe_42_1.txt,B1+,Punctuation
47102,2017_DPe_42_1.txt,B1+,Choice of tense
47103,2017_DPe_42_1.txt,B1+,Spelling
47104,2017_DPe_42_1.txt,B1+,Choice of tense
47105,2017_DPe_42_1.txt,B1+,Articles
47106,2017_DPe_42_1.txt,B1+,Choice of tense
47107,2017_DPe_42_1.txt,B1+,Choice of lexical item
47108,2017_DPe_42_1.txt,B1+,Choice of tense
47109,2017_DPe_42_1.txt,B1+,Word order
47110,2017_DPe_42_1.txt,B1+,Prepositions
47111,2017_DPe_42_1.txt,B1+,Articles
47112,2017_DPe_42_1.txt,B1+,Choice of tense
47113,2017_DPe_42_1.txt,B1+,Choice of tense
47114,2017_DPe_42_1.txt,B1+,Articles
47115,2017_DPe_42_1.txt,B1+,Confusion of categories
47116,2017_DPe_42_1.txt,B1+,Choice of tense
47117,2017_DPe_42_1.txt,B1+,Voice
47118,2017_DPe_42_1.txt,B1+,Choice of tense
47119,2017_DPe_42_1.txt,B1+,Choice of tense
47120,2017_DPe_42_1.txt,B1+,Choice of tense
47121,2017_DPe_42_1.txt,B1+,Articles
47122,2017_DPe_42_1.txt,B1+,Agreement
47123,2017_DPe_42_1.txt,B1+,Punctuation
47124,2017_DPe_42_1.txt,B1+,Determiners
47125,2017_DPe_42_1.txt,B1+,Spelling
47126,2017_DPe_42_1.txt,B1+,Prepositions
47127,2017_DPe_42_1.txt,B1+,Articles
47151,2017_DPe_43_1.txt,B1+,Choice of tense
47152,2017_DPe_43_1.txt,B1+,Choice of lexical item
47153,2017_DPe_43_1.txt,B1+,Comparative construction
47154,2017_DPe_43_1.txt,B1+,Possessive form of a noun
47155,2017_DPe_43_1.txt,B1+,Choice of tense
47156,2017_DPe_43_1.txt,B1+,Articles
47157,2017_DPe_43_1.txt,B1+,Articles
47158,2017_DPe_43_1.txt,B1+,Choice of tense
47159,2017_DPe_43_1.txt,B1+,Articles
47160,2017_DPe_43_1.txt,B1+,Agreement
47161,2017_DPe_43_1.txt,B1+,Verb pattern
47162,2017_DPe_43_1.txt,B1+,Agreement
47163,2017_DPe_43_1.txt,B1+,Articles
47164,2017_DPe_43_1.txt,B1+,Spelling
47165,2017_DPe_43_1.txt,B1+,Possessive form of a noun
47166,2017_DPe_43_1.txt,B1+,Spelling
47167,2017_DPe_43_1.txt,B1+,Articles
47168,2017_DPe_43_1.txt,B1+,Choice of tense
47169,2017_DPe_43_1.txt,B1+,Choice of tense
47170,2017_DPe_43_1.txt,B1+,Confusion of categories
47171,2017_DPe_43_1.txt,B1+,Articles
47172,2017_DPe_43_1.txt,B1+,Agreement
47173,2017_DPe_43_1.txt,B1+,Spelling
47174,2017_DPe_43_1.txt,B1+,Prepositions
47175,2017_DPe_43_1.txt,B1+,Spelling
47176,2017_DPe_43_1.txt,B1+,Confusion of categories
47177,2017_DPe_43_1.txt,B1+,Spelling
47178,2017_DPe_43_1.txt,B1+,Noun number
47206,2017_DPe_44_1.txt,B2+,Noun number
47207,2017_DPe_44_1.txt,B2+,Agreement
47208,2017_DPe_44_1.txt,B2+,Choice of tense
47209,2017_DPe_44_1.txt,B2+,Prepositions
47210,2017_DPe_44_1.txt,B2+,Prepositions
47211,2017_DPe_44_1.txt,B2+,Absence of a component in clause or sentence
47212,2017_DPe_44_1.txt,B2+,Spelling
47213,2017_DPe_44_1.txt,B2+,Choice of tense
47214,2017_DPe_44_1.txt,B2+,Absence of a component in clause or sentence
47215,2017_DPe_44_1.txt,B2+,Punctuation
47216,2017_DPe_44_1.txt,B2+,Articles
47217,2017_DPe_44_1.txt,B2+,Choice of tense
47218,2017_DPe_44_1.txt,B2+,Articles
47219,2017_DPe_44_1.txt,B2+,Punctuation
47220,2017_DPe_44_1.txt,B2+,Capitalisation
47221,2017_DPe_44_1.txt,B2+,Prepositions
47222,2017_DPe_44_1.txt,B2+,Articles
47223,2017_DPe_44_1.txt,B2+,Articles
47224,2017_DPe_44_1.txt,B2+,Articles
47250,2017_DPe_45_1.txt,C1,Absence of necessary explanation or detail
47251,2017_DPe_45_1.txt,C1,Articles
47252,2017_DPe_45_1.txt,C1,Absence of necessary explanation or detail
47253,2017_DPe_45_1.txt,C1,Punctuation
47254,2017_DPe_45_1.txt,C1,Choice of lexical item
47255,2017_DPe_45_1.txt,C1,Choice of tense
47256,2017_DPe_45_1.txt,C1,Articles
47257,2017_DPe_45_1.txt,C1,Choice of tense
47258,2017_DPe_45_1.txt,C1,Choice of tense
47259,2017_DPe_45_1.txt,C1,Confusion of structures
47260,2017_DPe_45_1.txt,C1,Absence of necessary explanation or detail
47261,2017_DPe_45_1.txt,C1,Choice of tense
47262,2017_DPe_45_1.txt,C1,Choice of tense
47263,2017_DPe_45_1.txt,C1,Spelling
47264,2017_DPe_45_1.txt,C1,Spelling
47265,2017_DPe_45_1.txt,C1,Spelling
47266,2017_DPe_45_1.txt,C1,Choice of tense
47267,2017_DPe_45_1.txt,C1,Choice of tense
47268,2017_DPe_45_1.txt,C1,Choice of tense
47269,2017_DPe_45_1.txt,C1,Possessive form of a noun
47270,2017_DPe_45_1.txt,C1,Choice of tense
47271,2017_DPe_45_1.txt,C1,Choice of tense
47272,2017_DPe_45_1.txt,C1,Articles
47273,2017_DPe_45_1.txt,C1,Choice of tense
47274,2017_DPe_45_1.txt,C1,Choice of lexical item
47275,2017_DPe_45_1.txt,C1,Absence of necessary explanation or detail
47297,2017_DPe_46_1.txt,B2+,Articles
47298,2017_DPe_46_1.txt,B2+,Articles
47299,2017_DPe_46_1.txt,B2+,Articles
47300,2017_DPe_46_1.txt,B2+,Articles
47301,2017_DPe_46_1.txt,B2+,Spelling
47302,2017_DPe_46_1.txt,B2+,Articles
47303,2017_DPe_46_1.txt,B2+,Articles
47304,2017_DPe_46_1.txt,B2+,Choice of tense
47305,2017_DPe_46_1.txt,B2+,Articles
47306,2017_DPe_46_1.txt,B2+,Choice of tense
47307,2017_DPe_46_1.txt,B2+,Referential device
47308,2017_DPe_46_1.txt,B2+,Punctuation
47309,2017_DPe_46_1.txt,B2+,Spelling
47310,2017_DPe_46_1.txt,B2+,Articles
47311,2017_DPe_46_1.txt,B2+,Articles
47330,2017_DPe_47_1.txt,B2+,Articles
47331,2017_DPe_47_1.txt,B2+,Articles
47332,2017_DPe_47_1.txt,B2+,Possessive form of a noun
47333,2017_DPe_47_1.txt,B2+,Articles
47334,2017_DPe_47_1.txt,B2+,Spelling
47335,2017_DPe_47_1.txt,B2+,Articles
47336,2017_DPe_47_1.txt,B2+,Articles
47337,2017_DPe_47_1.txt,B2+,Articles
47338,2017_DPe_47_1.txt,B2+,Choice of tense
47339,2017_DPe_47_1.txt,B2+,Choice of lexical item
47340,2017_DPe_47_1.txt,B2+,Articles
47341,2017_DPe_47_1.txt,B2+,Punctuation
47342,2017_DPe_47_1.txt,B2+,Articles
47363,2017_DPe_48_1.txt,B1+,Choice of tense
47364,2017_DPe_48_1.txt,B1+,Articles
47365,2017_DPe_48_1.txt,B1+,Articles
47366,2017_DPe_48_1.txt,B1+,Choice of tense
47367,2017_DPe_48_1.txt,B1+,Choice of tense
47368,2017_DPe_48_1.txt,B1+,Confusion of categories
47369,2017_DPe_48_1.txt,B1+,Choice of lexical item
47370,2017_DPe_48_1.txt,B1+,Spelling
47371,2017_DPe_48_1.txt,B1+,Articles
47372,2017_DPe_48_1.txt,B1+,Spelling
47373,2017_DPe_48_1.txt,B1+,Word choice
47374,2017_DPe_48_1.txt,B1+,Confusion of categories
47375,2017_DPe_48_1.txt,B1+,Choice of lexical item
47376,2017_DPe_48_1.txt,B1+,Articles
47377,2017_DPe_48_1.txt,B1+,Articles
47378,2017_DPe_48_1.txt,B1+,Articles
47379,2017_DPe_48_1.txt,B1+,Choice of tense
47380,2017_DPe_48_1.txt,B1+,Choice of tense
47381,2017_DPe_48_1.txt,B1+,Punctuation
47382,2017_DPe_48_1.txt,B1+,Articles
47383,2017_DPe_48_1.txt,B1+,Choice of tense
47384,2017_DPe_48_1.txt,B1+,Absence of a component in clause or sentence
47385,2017_DPe_48_1.txt,B1+,Confusion of categories
47386,2017_DPe_48_1.txt,B1+,Articles
47387,2017_DPe_48_1.txt,B1+,Articles
47388,2017_DPe_48_1.txt,B1+,Redundant component in clause or sentence
47389,2017_DPe_48_1.txt,B1+,Articles
47390,2017_DPe_48_1.txt,B1+,Articles
47391,2017_DPe_48_1.txt,B1+,Choice of tense
47392,2017_DPe_48_1.txt,B1+,Articles
47393,2017_DPe_48_1.txt,B1+,Choice of lexical item
47394,2017_DPe_48_1.txt,B1+,Referential device
47395,2017_DPe_48_1.txt,B1+,Prepositions
47396,2017_DPe_48_1.txt,B1+,Choice of tense
47397,2017_DPe_48_1.txt,B1+,Choice of lexical item
47432,2017_DPe_49_1.txt,B2+,Articles
47433,2017_DPe_49_1.txt,B2+,Choice of tense
47434,2017_DPe_49_1.txt,B2+,Choice of tense
47435,2017_DPe_49_1.txt,B2+,Redundant component in clause or sentence
47436,2017_DPe_49_1.txt,B2+,Punctuation
47437,2017_DPe_49_1.txt,B2+,Participle or gerund construction
47438,2017_DPe_49_1.txt,B2+,Articles
47439,2017_DPe_49_1.txt,B2+,Choice of tense
47440,2017_DPe_49_1.txt,B2+,Spelling
47441,2017_DPe_49_1.txt,B2+,Articles
47442,2017_DPe_49_1.txt,B2+,Choice of tense
47443,2017_DPe_49_1.txt,B2+,Punctuation
47444,2017_DPe_49_1.txt,B2+,Choice of lexical item
47445,2017_DPe_49_1.txt,B2+,Articles
47446,2017_DPe_49_1.txt,B2+,Choice of tense
47447,2017_DPe_49_1.txt,B2+,Spelling
47448,2017_DPe_49_1.txt,B2+,Articles
47449,2017_DPe_49_1.txt,B2+,Choice of tense
47450,2017_DPe_49_1.txt,B2+,Prepositions
47475,2017_DPe_4_1.txt,C1,Articles
47476,2017_DPe_4_1.txt,C1,Punctuation
47477,2017_DPe_50_1.txt,C1,Punctuation
47478,2017_DPe_50_1.txt,C1,Choice of tense
47479,2017_DPe_50_1.txt,C1,Choice of tense
47480,2017_DPe_50_1.txt,C1,Articles
47481,2017_DPe_50_1.txt,C1,Choice of tense
47482,2017_DPe_50_1.txt,C1,Articles
47483,2017_DPe_50_1.txt,C1,Articles
47484,2017_DPe_50_1.txt,C1,Articles
47485,2017_DPe_50_1.txt,C1,Choice of tense
47502,2017_DPe_51_1.txt,C1,Spelling
47503,2017_DPe_51_1.txt,C1,Relative clauses
47504,2017_DPe_51_1.txt,C1,Spelling
47505,2017_DPe_51_1.txt,C1,Noun number
47506,2017_DPe_51_1.txt,C1,Articles
47507,2017_DPe_51_1.txt,C1,Absence of a component in clause or sentence
47508,2017_DPe_51_1.txt,C1,Choice of tense
47509,2017_DPe_51_1.txt,C1,Redundant component in clause or sentence
47510,2017_DPe_51_1.txt,C1,Prepositions
47511,2017_DPe_51_1.txt,C1,Derivational affixes
47512,2017_DPe_51_1.txt,C1,Spelling
47513,2017_DPe_51_1.txt,C1,Spelling
47514,2017_DPe_51_1.txt,C1,Choice of tense
47515,2017_DPe_51_1.txt,C1,Choice of tense
47516,2017_DPe_51_1.txt,C1,Spelling
47545,2017_DPe_53_1.txt,B2+,Choice of tense
47546,2017_DPe_53_1.txt,B2+,Articles
47547,2017_DPe_53_1.txt,B2+,Punctuation
47548,2017_DPe_53_1.txt,B2+,Choice of tense
47549,2017_DPe_53_1.txt,B2+,Choice of tense
47550,2017_DPe_53_1.txt,B2+,Articles
47551,2017_DPe_53_1.txt,B2+,Capitalisation
47552,2017_DPe_53_1.txt,B2+,Absence of necessary explanation or detail
47553,2017_DPe_53_1.txt,B2+,Choice of tense
47554,2017_DPe_53_1.txt,B2+,Choice of lexical item
47555,2017_DPe_53_1.txt,B2+,Articles
47556,2017_DPe_53_1.txt,B2+,Choice of tense
47557,2017_DPe_53_1.txt,B2+,Absence of necessary explanation or detail
47558,2017_DPe_53_1.txt,B2+,Absence of necessary explanation or detail
47559,2017_DPe_53_1.txt,B2+,Choice of tense
47560,2017_DPe_53_1.txt,B2+,Choice of tense
47561,2017_DPe_53_1.txt,B2+,Absence of necessary explanation or detail
47562,2017_DPe_53_1.txt,B2+,Word order
47563,2017_DPe_53_1.txt,B2+,Choice of tense
47564,2017_DPe_53_1.txt,B2+,Articles
47565,2017_DPe_53_1.txt,B2+,Choice of tense
47566,2017_DPe_53_1.txt,B2+,Articles
47567,2017_DPe_53_1.txt,B2+,Prepositions
47568,2017_DPe_53_1.txt,B2+,Articles
47569,2017_DPe_53_1.txt,B2+,Prepositions
47570,2017_DPe_53_1.txt,B2+,Choice of lexical item
47571,2017_DPe_53_1.txt,B2+,Articles
47572,2017_DPe_53_1.txt,B2+,Prepositions
47573,2017_DPe_53_1.txt,B2+,Choice of tense
47574,2017_DPe_53_1.txt,B2+,Prepositions
47575,2017_DPe_53_1.txt,B2+,Articles
47576,2017_DPe_53_1.txt,B2+,Choice of tense
47577,2017_DPe_53_1.txt,B2+,Articles
47578,2017_DPe_53_1.txt,B2+,Choice of tense
47623,2017_DPe_56_1.txt,B1+,Possessive form of a noun
47624,2017_DPe_56_1.txt,B1+,Spelling
47625,2017_DPe_56_1.txt,B1+,Articles
47626,2017_DPe_56_1.txt,B1+,Articles
47627,2017_DPe_56_1.txt,B1+,Choice of tense
47628,2017_DPe_56_1.txt,B1+,Choice of tense
47629,2017_DPe_56_1.txt,B1+,Spelling
47630,2017_DPe_56_1.txt,B1+,Choice of tense
47631,2017_DPe_56_1.txt,B1+,Absence of a component in clause or sentence
47632,2017_DPe_56_1.txt,B1+,Choice of tense
47633,2017_DPe_56_1.txt,B1+,Articles
47634,2017_DPe_56_1.txt,B1+,Absence of necessary explanation or detail
47635,2017_DPe_56_1.txt,B1+,Absence of necessary explanation or detail
47636,2017_DPe_56_1.txt,B1+,Articles
47637,2017_DPe_56_1.txt,B1+,Tense form
47638,2017_DPe_56_1.txt,B1+,Choice of lexical item
47639,2017_DPe_56_1.txt,B1+,Articles
47640,2017_DPe_56_1.txt,B1+,Prepositions
47641,2017_DPe_56_1.txt,B1+,Punctuation
47675,2017_DPe_57_1.txt,B1+,Tense form
47676,2017_DPe_57_1.txt,B1+,Prepositions
47677,2017_DPe_57_1.txt,B1+,Prepositions
47678,2017_DPe_57_1.txt,B1+,Articles
47679,2017_DPe_57_1.txt,B1+,Agreement
47680,2017_DPe_57_1.txt,B1+,Choice of tense
47681,2017_DPe_57_1.txt,B1+,Word order
47682,2017_DPe_57_1.txt,B1+,Derivation
47683,2017_DPe_57_1.txt,B1+,Articles
47684,2017_DPe_57_1.txt,B1+,Spelling
47685,2017_DPe_57_1.txt,B1+,Capitalisation
47686,2017_DPe_57_1.txt,B1+,Articles
47687,2017_DPe_57_1.txt,B1+,Articles
47688,2017_DPe_57_1.txt,B1+,Choice of tense
47689,2017_DPe_57_1.txt,B1+,Punctuation
47690,2017_DPe_57_1.txt,B1+,Spelling
47691,2017_DPe_57_1.txt,B1+,Absence of necessary explanation or detail
47692,2017_DPe_57_1.txt,B1+,Punctuation
47693,2017_DPe_57_1.txt,B1+,Confusion of categories
47694,2017_DPe_57_1.txt,B1+,Word order
47695,2017_DPe_57_1.txt,B1+,Articles
47696,2017_DPe_57_1.txt,B1+,Articles
47697,2017_DPe_57_1.txt,B1+,Articles
47698,2017_DPe_57_1.txt,B1+,Spelling
47699,2017_DPe_57_1.txt,B1+,Choice of tense
47700,2017_DPe_57_1.txt,B1+,Absence of necessary explanation or detail
47701,2017_DPe_57_1.txt,B1+,Choice of tense
47702,2017_DPe_57_1.txt,B1+,Articles
47703,2017_DPe_57_1.txt,B1+,Articles
47704,2017_DPe_57_1.txt,B1+,Spelling
47705,2017_DPe_57_1.txt,B1+,Absence of a component in clause or sentence
47706,2017_DPe_57_1.txt,B1+,Choice of tense
47707,2017_DPe_57_1.txt,B1+,Tense form
47708,2017_DPe_57_1.txt,B1+,Choice of tense
47709,2017_DPe_57_1.txt,B1+,Tense form
47710,2017_DPe_57_1.txt,B1+,Prepositions
47711,2017_DPe_57_1.txt,B1+,Articles
47712,2017_DPe_57_1.txt,B1+,Spelling
47713,2017_DPe_57_1.txt,B1+,Choice of tense
47714,2017_DPe_57_1.txt,B1+,Articles
47715,2017_DPe_57_1.txt,B1+,Capitalisation
47743,2017_DPe_58_1.txt,B1+,Punctuation
47744,2017_DPe_58_1.txt,B1+,Spelling
47745,2017_DPe_58_1.txt,B1+,Choice of lexical item
47746,2017_DPe_58_1.txt,B1+,Punctuation
47747,2017_DPe_58_1.txt,B1+,Articles
47748,2017_DPe_58_1.txt,B1+,Choice of lexical item
47749,2017_DPe_58_1.txt,B1+,Punctuation
47750,2017_DPe_58_1.txt,B1+,Punctuation
47751,2017_DPe_58_1.txt,B1+,Choice of lexical item
47752,2017_DPe_58_1.txt,B1+,Pronouns
47753,2017_DPe_58_1.txt,B1+,Punctuation
47754,2017_DPe_58_1.txt,B1+,Choice of lexical item
47755,2017_DPe_58_1.txt,B1+,Articles
47756,2017_DPe_58_1.txt,B1+,Spelling
47757,2017_DPe_58_1.txt,B1+,Tense form
47758,2017_DPe_58_1.txt,B1+,Choice of tense
47759,2017_DPe_58_1.txt,B1+,Articles
47760,2017_DPe_58_1.txt,B1+,Spelling
47761,2017_DPe_58_1.txt,B1+,Punctuation
47762,2017_DPe_58_1.txt,B1+,Articles
47763,2017_DPe_58_1.txt,B1+,Choice of lexical item
47764,2017_DPe_58_1.txt,B1+,Spelling
47765,2017_DPe_58_1.txt,B1+,Choice of lexical item
47766,2017_DPe_58_1.txt,B1+,Articles
47767,2017_DPe_58_1.txt,B1+,Articles
47797,2017_DPe_59_1.txt,B1+,Absence of necessary explanation or detail
47798,2017_DPe_59_1.txt,B1+,Relative clauses
47799,2017_DPe_59_1.txt,B1+,Articles
47800,2017_DPe_59_1.txt,B1+,Choice of lexical item
47801,2017_DPe_59_1.txt,B1+,Articles
47802,2017_DPe_59_1.txt,B1+,Choice of tense
47803,2017_DPe_59_1.txt,B1+,Articles
47804,2017_DPe_59_1.txt,B1+,Choice of tense
47805,2017_DPe_59_1.txt,B1+,Spelling
47806,2017_DPe_59_1.txt,B1+,Derivational affixes
47807,2017_DPe_59_1.txt,B1+,Spelling
47808,2017_DPe_59_1.txt,B1+,Articles
47809,2017_DPe_59_1.txt,B1+,Absence of necessary explanation or detail
47810,2017_DPe_59_1.txt,B1+,Spelling
47811,2017_DPe_59_1.txt,B1+,Relative clauses
47812,2017_DPe_59_1.txt,B1+,Conjunctions
47813,2017_DPe_59_1.txt,B1+,Choice of tense
47814,2017_DPe_59_1.txt,B1+,Absence of necessary explanation or detail
47815,2017_DPe_59_1.txt,B1+,Spelling
47816,2017_DPe_59_1.txt,B1+,Articles
47817,2017_DPe_59_1.txt,B1+,Choice of lexical item
47818,2017_DPe_59_1.txt,B1+,Choice of lexical item
47819,2017_DPe_59_1.txt,B1+,Relative clauses
47820,2017_DPe_59_1.txt,B1+,Articles
47821,2017_DPe_59_1.txt,B1+,Articles
47822,2017_DPe_59_1.txt,B1+,Articles
47823,2017_DPe_59_1.txt,B1+,Choice of tense
47824,2017_DPe_59_1.txt,B1+,Confusion of categories
47825,2017_DPe_59_1.txt,B1+,Prepositions
47826,2017_DPe_59_1.txt,B1+,Articles
47827,2017_DPe_59_1.txt,B1+,Choice of lexical item
47828,2017_DPe_59_1.txt,B1+,Choice of tense
47829,2017_DPe_59_1.txt,B1+,Absence of necessary explanation or detail
47830,2017_DPe_59_1.txt,B1+,Absence of necessary explanation or detail
47831,2017_DPe_59_1.txt,B1+,Choice of tense
47832,2017_DPe_59_1.txt,B1+,Articles
47833,2017_DPe_59_1.txt,B1+,Relative clauses
47834,2017_DPe_59_1.txt,B1+,Choice of tense
47835,2017_DPe_59_1.txt,B1+,Relative clauses
47874,2017_DPe_5_1.txt,B2,Articles
47875,2017_DPe_5_1.txt,B2,Articles
47876,2017_DPe_5_1.txt,B2,Punctuation
47877,2017_DPe_5_1.txt,B2,Articles
47878,2017_DPe_5_1.txt,B2,Articles
47879,2017_DPe_5_1.txt,B2,Articles
47880,2017_DPe_5_1.txt,B2,Articles
47881,2017_DPe_5_1.txt,B2,"Change, addition, deletion of a part of collocation"
47882,2017_DPe_5_1.txt,B2,Punctuation
47883,2017_DPe_5_1.txt,B2,Articles
47884,2017_DPe_5_1.txt,B2,Choice of lexical item
47885,2017_DPe_5_1.txt,B2,Prepositions
47886,2017_DPe_5_1.txt,B2,Redundant component in clause or sentence
47902,2017_DPe_60_1.txt,B1,Spelling
47903,2017_DPe_60_1.txt,B1,Choice of tense
47904,2017_DPe_60_1.txt,B1,Choice of tense
47905,2017_DPe_60_1.txt,B1,Prepositions
47906,2017_DPe_60_1.txt,B1,Prepositions
47907,2017_DPe_60_1.txt,B1,Choice of tense
47908,2017_DPe_60_1.txt,B1,Punctuation
47909,2017_DPe_60_1.txt,B1,Spelling
47910,2017_DPe_60_1.txt,B1,Choice of tense
47911,2017_DPe_60_1.txt,B1,Punctuation
47912,2017_DPe_60_1.txt,B1,Articles
47913,2017_DPe_60_1.txt,B1,Choice of tense
47914,2017_DPe_60_1.txt,B1,Determiners
47915,2017_DPe_60_1.txt,B1,Articles
47916,2017_DPe_60_1.txt,B1,Choice of tense
47917,2017_DPe_60_1.txt,B1,Choice of tense
47918,2017_DPe_60_1.txt,B1,Spelling
47919,2017_DPe_60_1.txt,B1,Articles
47920,2017_DPe_60_1.txt,B1,Spelling
47921,2017_DPe_60_1.txt,B1,Spelling
47922,2017_DPe_60_1.txt,B1,Choice of tense
47923,2017_DPe_60_1.txt,B1,Articles
47924,2017_DPe_60_1.txt,B1,Articles
47925,2017_DPe_60_1.txt,B1,Choice of tense
47926,2017_DPe_60_1.txt,B1,Choice of tense
47927,2017_DPe_60_1.txt,B1,Choice of tense
47928,2017_DPe_60_1.txt,B1,Spelling
47929,2017_DPe_60_1.txt,B1,Choice of tense
47930,2017_DPe_60_1.txt,B1,Spelling
47931,2017_DPe_60_1.txt,B1,Spelling
47932,2017_DPe_60_1.txt,B1,Derivational affixes
47964,2017_DPe_61_1.txt,B1+,Prepositions
47965,2017_DPe_61_1.txt,B1+,Punctuation
47966,2017_DPe_61_1.txt,B1+,Absence of necessary explanation or detail
47967,2017_DPe_61_1.txt,B1+,Choice of tense
47968,2017_DPe_61_1.txt,B1+,Derivational affixes
47969,2017_DPe_61_1.txt,B1+,Articles
47970,2017_DPe_61_1.txt,B1+,Choice of lexical item
47971,2017_DPe_61_1.txt,B1+,Redundant component in clause or sentence
47972,2017_DPe_61_1.txt,B1+,Choice of tense
47973,2017_DPe_61_1.txt,B1+,Articles
47974,2017_DPe_61_1.txt,B1+,Articles
47975,2017_DPe_61_1.txt,B1+,Punctuation
47976,2017_DPe_61_1.txt,B1+,Confusion of categories
47977,2017_DPe_61_1.txt,B1+,Articles
47978,2017_DPe_61_1.txt,B1+,Articles
47979,2017_DPe_61_1.txt,B1+,Choice of tense
47980,2017_DPe_61_1.txt,B1+,Articles
47981,2017_DPe_61_1.txt,B1+,Confusion of categories
47982,2017_DPe_61_1.txt,B1+,Parallel constructions
47983,2017_DPe_61_1.txt,B1+,Articles
47984,2017_DPe_61_1.txt,B1+,Articles
47985,2017_DPe_61_1.txt,B1+,Derivational affixes
47986,2017_DPe_61_1.txt,B1+,Articles
47987,2017_DPe_61_1.txt,B1+,Choice of tense
48031,2017_DPe_62_1.txt,B1+,Articles
48032,2017_DPe_62_1.txt,B1+,Choice of lexical item
48033,2017_DPe_62_1.txt,B1+,Voice
48034,2017_DPe_62_1.txt,B1+,Articles
48035,2017_DPe_62_1.txt,B1+,Choice of tense
48036,2017_DPe_62_1.txt,B1+,Noun number
48037,2017_DPe_62_1.txt,B1+,Choice of tense
48038,2017_DPe_62_1.txt,B1+,Comparative construction
48039,2017_DPe_62_1.txt,B1+,Choice of tense
48040,2017_DPe_62_1.txt,B1+,Spelling
48041,2017_DPe_62_1.txt,B1+,Choice of tense
48042,2017_DPe_62_1.txt,B1+,Choice of tense
48043,2017_DPe_62_1.txt,B1+,Spelling
48044,2017_DPe_62_1.txt,B1+,Absence of necessary explanation or detail
48045,2017_DPe_62_1.txt,B1+,Articles
48079,2017_DPe_63_1.txt,B1+,Punctuation
48080,2017_DPe_63_1.txt,B1+,Prepositions
48081,2017_DPe_63_1.txt,B1+,Choice of tense
48082,2017_DPe_63_1.txt,B1+,Spelling
48083,2017_DPe_63_1.txt,B1+,Choice of lexical item
48084,2017_DPe_63_1.txt,B1+,Choice of tense
48085,2017_DPe_63_1.txt,B1+,Possessive form of a noun
48086,2017_DPe_63_1.txt,B1+,Articles
48087,2017_DPe_63_1.txt,B1+,Prepositions
48088,2017_DPe_63_1.txt,B1+,Choice of lexical item
48089,2017_DPe_63_1.txt,B1+,Articles
48090,2017_DPe_63_1.txt,B1+,Choice of tense
48091,2017_DPe_63_1.txt,B1+,Choice of tense
48092,2017_DPe_63_1.txt,B1+,Choice of tense
48093,2017_DPe_63_1.txt,B1+,Derivational affixes
48094,2017_DPe_63_1.txt,B1+,Punctuation
48095,2017_DPe_63_1.txt,B1+,Spelling
48096,2017_DPe_63_1.txt,B1+,Choice of tense
48097,2017_DPe_63_1.txt,B1+,Articles
48098,2017_DPe_63_1.txt,B1+,Noun number
48099,2017_DPe_63_1.txt,B1+,Choice of tense
48100,2017_DPe_63_1.txt,B1+,Choice of tense
48101,2017_DPe_63_1.txt,B1+,Spelling
48137,2017_DPe_64_1.txt,B1+,Choice of lexical item
48138,2017_DPe_64_1.txt,B1+,Spelling
48139,2017_DPe_64_1.txt,B1+,Agreement
48140,2017_DPe_64_1.txt,B1+,Possessive form of a noun
48141,2017_DPe_64_1.txt,B1+,Capitalisation
48142,2017_DPe_64_1.txt,B1+,Choice of lexical item
48143,2017_DPe_64_1.txt,B1+,Capitalisation
48144,2017_DPe_64_1.txt,B1+,Choice of tense
48145,2017_DPe_64_1.txt,B1+,Articles
48146,2017_DPe_64_1.txt,B1+,Tense form
48147,2017_DPe_64_1.txt,B1+,Choice of tense
48148,2017_DPe_64_1.txt,B1+,Prepositions
48149,2017_DPe_64_1.txt,B1+,Noun number
48150,2017_DPe_64_1.txt,B1+,Articles
48151,2017_DPe_64_1.txt,B1+,Choice of tense
48152,2017_DPe_64_1.txt,B1+,Choice of tense
48153,2017_DPe_64_1.txt,B1+,Choice of tense
48154,2017_DPe_64_1.txt,B1+,Choice of tense
48155,2017_DPe_64_1.txt,B1+,Choice of tense
48156,2017_DPe_64_1.txt,B1+,Choice of tense
48157,2017_DPe_64_1.txt,B1+,Articles
48158,2017_DPe_64_1.txt,B1+,Choice of tense
48159,2017_DPe_64_1.txt,B1+,Articles
48160,2017_DPe_64_1.txt,B1+,Noun number
48161,2017_DPe_64_1.txt,B1+,Choice of lexical item
48162,2017_DPe_64_1.txt,B1+,Choice of tense
48163,2017_DPe_64_1.txt,B1+,Capitalisation
48164,2017_DPe_64_1.txt,B1+,Choice of tense
48165,2017_DPe_64_1.txt,B1+,Punctuation
48166,2017_DPe_64_1.txt,B1+,Numerals
48167,2017_DPe_64_1.txt,B1+,Numerals
